,title,text
0,battery-life_netbook_1005ha.txt.data,"6GHz 533FSB cpu, glossy display, 3, Cell 23Wh Li, ion Battery  , and a 1 ."
1,battery-life_netbook_1005ha.txt.data,"Not to mention that as of now Asus will not sell you a spare 3 or 6, cell Li, Ion battery ."
2,battery-life_netbook_1005ha.txt.data,"It also features a N270 cpu, 6, cell 48Wh Li, ion Battery 8 ."
3,battery-life_netbook_1005ha.txt.data,"3MP webcam, 6, Cell 63Wh Li, ion Battery with a whopping 10 ."
4,battery-life_netbook_1005ha.txt.data,Realistic battery numbers are between 8 .
5,battery-life_netbook_1005ha.txt.data,of battery life if you're using wifi & doing email word processing YouTube web surfing .
6,battery-life_netbook_1005ha.txt.data,The Eee Super Hybrid Engine utility lets users overclock or underclock their Eee PC's to boost performance or provide better battery life depending on their immediate requirements .
7,battery-life_netbook_1005ha.txt.data,"A few other things I'd like to point out is that you must push the micro, sized right angle end of the ac adapter until it snaps in place or the battery may not charge ."
8,battery-life_netbook_1005ha.txt.data,"In addition the ac adapter does get quite hot while it is actively charging the battery, which Asus clearly mentions in the user manual, so one should not be alarmed over the heat output ."
9,battery-life_netbook_1005ha.txt.data,"5 Hour Battery, Glossy Display, Bluetooth, Netbook Sleeve"
10,battery-life_netbook_1005ha.txt.data,"5 Hour Battery, Matted Display"
11,battery-life_netbook_1005ha.txt.data,"5 Hour Battery, Matted Display"
12,battery-life_netbook_1005ha.txt.data,"After you add sales tax, you are then approaching the price of the V series which gets twice the battery life ."
13,battery-life_netbook_1005ha.txt.data,Battery life is one of the biggest features of a netbook so I wouldn't go cheap and get less battery .
14,battery-life_netbook_1005ha.txt.data,"Deciding between the V series and the P series really comes done to how much you care about a slight speed different  , a small battery life difference, a better web cam, Bluetooth, and or the netbook sleeve ."
15,battery-life_netbook_1005ha.txt.data,",  The best thing about this unit is the battery life ."
16,battery-life_netbook_1005ha.txt.data,",  The long life battery makes this unit heavy ."
17,battery-life_netbook_1005ha.txt.data,"Since the battery life difference is minimum, the only reason to upgrade would be to get the better keyboard ."
18,battery-life_netbook_1005ha.txt.data,"For $30, $40 more you get one less usb port, you get covered usb ports which is annoying, and you get less than half the battery life ."
19,battery-life_netbook_1005ha.txt.data,It has the longest battery life of any notebook .
20,battery-life_netbook_1005ha.txt.data,"While my 1005HA works like a charm, I personally know several folks that have experienced issues with the battery and or power supply ."
21,battery-life_netbook_1005ha.txt.data,"Eventually, I noticed that most of these critical reviews referred to the battery or to the charging brick and most of those were describing what could have easily been mistakes made by the owners of the machine ."
22,battery-life_netbook_1005ha.txt.data,They didn't attach the power cord properly or the charging time was too short and some didn't seem to understand how to determine when the battery was fully charged .
23,battery-life_netbook_1005ha.txt.data,"Some complainers faulted the battery life, but didn't take into account what was running or turned on when using the computer ."
24,battery-life_netbook_1005ha.txt.data,The battery is drained more quickly when the computer is operating with all rockets running .
25,battery-life_netbook_1005ha.txt.data,"I suppose that is one reason why I kept gravitating to the ASUS Eee PC 1005HA, PU1X, BU as I explored the reviews for other brands, , in spite of the warnings about unworkable battery chargers and inoperative batteries I bought the Asus Eee PC ."
26,battery-life_netbook_1005ha.txt.data,"The main difference is probably the ten hour battery that is unique and ships with the ASUS Eee PC 1005HA, PU1X, BU ."
27,battery-life_netbook_1005ha.txt.data,I wanted the netbook to use on long airplane flights so the long life battery was a real plus for me .
28,battery-life_netbook_1005ha.txt.data,The Asus Eee PC is sleek and that big battery doesn't stick out on the back edge like the other netbook high capacity batteries do .
29,battery-life_netbook_1005ha.txt.data,I like it a lot  the battery and charger problems I feared so much have not materialized .
30,battery-life_netbook_1005ha.txt.data,I am still a little worried about that battery thing .
31,battery-life_netbook_1005ha.txt.data,"I may have left you with some question about the battery and charging system, , I am sorry about that ."
32,battery-life_netbook_1005ha.txt.data,"After almost two months of using my new Eee PC 1005HA I can report no problem with the battery, bringing the battery to a full charge   or the charging brick itself ."
33,battery-life_netbook_1005ha.txt.data,"My Jabra bluetooth headset works great with Skype, I've gotten 6 hours on my battery watching movies, listening to music   before plugging it back in ."
34,battery-life_netbook_1005ha.txt.data,"Two other things that make this a superior computer are battery life, and the LED backlighting for the screen ."
35,battery-life_netbook_1005ha.txt.data,"The backlighting is definitely a factor in the longer battery charge life, but it also makes for a very nice bright picture ."
36,battery-life_netbook_1005ha.txt.data,For the average user the battery charge life will be a plesant surprise .
37,battery-life_netbook_1005ha.txt.data,"faster overall performance, and shorter charge life on the battery ."
38,battery-life_netbook_1005ha.txt.data,"When I recently started looking into purchasing a netbook, I was impressed with the battery life of the Asus Eee PC 1000HE ."
39,battery-life_netbook_1005ha.txt.data,"When I found out about the Dell Mini 10v coming out, I ordered one with upgrades to a six cell battery and larger hard drive ."
40,battery-life_netbook_1005ha.txt.data,"To make a long story short, the track pad buttons   are a nightmare and the battery protruding on the bottom is an ugly compromise ."
41,battery-life_netbook_1005ha.txt.data,"Add the high running temperature to the poorer than expected battery life, and the Dell went back ."
42,battery-life_netbook_1005ha.txt.data,"The 1008HA was not a consideration because of the non, removable battery and significantly shorter battery life ."
43,battery-life_netbook_1005ha.txt.data,I have not experienced the problems with the battery charger mentioned by other reviewers either .
44,battery-life_netbook_1005ha.txt.data,"The light weight, the battery life, the keyboard, the non, protruding removable battery, the bright screen, the track pad disable button and general ease of use makes it hard to beat ."
45,battery-life_netbook_1005ha.txt.data,Battery life continues to hold up and the keyboard is a true godsend with its full size keys .
46,battery-life_netbook_1005ha.txt.data,The battery life on this thing really is
47,battery-life_netbook_1005ha.txt.data,", Very sharp, clear image, even with brightness turned down low to get the most from the battery"
48,battery-life_netbook_1005ha.txt.data,0 out of 5 stars I wish I had listened to everyone with charging   AC   battery issues !
49,battery-life_netbook_1005ha.txt.data,the AC charger just stopped charging the battery .
50,battery-life_netbook_1005ha.txt.data,I bought this back in early July and have had NO problems with my battery or charger .
51,battery-life_netbook_1005ha.txt.data,"I haven't drained the battery yet, and I've been coast to coast with it, waits, etc ."
52,battery-life_netbook_1005ha.txt.data,"It is a big battery, and it does tend to tip backwards if fully opened and placed on a flat surface ."
53,battery-life_netbook_1005ha.txt.data,"Bluetooth narrowed it down, battery life narrowed it further, ability to R&R the memory was a further contraint, and when I was done it was this model or an MSI Wind ."
54,battery-life_netbook_1005ha.txt.data,"After receiving it in the mail  , I plugged it into the outlet in the living room and allowed the battery to charge ."
55,battery-life_netbook_1005ha.txt.data,"Recently, however, my battery was about to die, and I had already set up shop in another room of my house, so I decided to move the power cord to the other room with my computer and let it charge while I worked on it ."
56,battery-life_netbook_1005ha.txt.data,The battery life is quite extensive .
57,battery-life_netbook_1005ha.txt.data,"If money is your leading consideration, then one of these may be for you, but for just a bit more money you get a much better screen, better battery life, bigger drive, more upgradeable, etc ."
58,battery-life_netbook_1005ha.txt.data,"It has a solid feel to it  , but the battery juts out quite a bit, the touchpad keys are terribly placed, the webcam is only 0 ."
59,battery-life_netbook_1005ha.txt.data,"Since then, I've used it exclusively on battery power ."
60,battery-life_netbook_1005ha.txt.data,"has an 11  screen with the same or better battery life, ."
61,battery-life_netbook_1005ha.txt.data,"However, the second time my daughter tried to charge the computer using the supplied battery charger ."
62,battery-life_netbook_1005ha.txt.data,The charger would not operate at all and the computer became useless once the onboard battery ran down .
63,battery-life_netbook_1005ha.txt.data,"With some tweeking, the battery indeed lasted over 10 hours, even while watching hours of  ."
64,battery-life_netbook_1005ha.txt.data,Four hours of solid  on  running through a projector on the battery and still showed 4 hours left on the battery .
65,battery-life_netbook_1005ha.txt.data,"5 hour battery is the real deal ,  I had my unit on for 10 hours and it was still running with just over 10% battery capacity remaining ."
66,battery-life_netbook_1005ha.txt.data,The battery power is as advertised which is a main reason I selected this netbook .
67,battery-life_netbook_1005ha.txt.data,The battery does not protrude and is removeable .
68,battery-life_netbook_1005ha.txt.data,"I think I will love this machine for the purposes I bought it, portability, battery life to carry me through travels and for my teenager to use ."
69,battery-life_netbook_1005ha.txt.data,"5 battery life was just a claim, but charged at %100 my battery life clocked in 10 ."
70,battery-life_netbook_1005ha.txt.data,The battery life on this thing is truly incredible .
71,battery-life_netbook_1005ha.txt.data,The first day I got it I used it for at least 7 hours and Windows still said it had an hour and a half battery life left before I decided to charge it .
72,battery-life_netbook_1005ha.txt.data,"All in all, great product, great battery life ."
73,battery-life_netbook_1005ha.txt.data,"This thing has great battery life, fits in the glove box of my car, and serves the uses of a netbook in excellent fashion ."
74,battery-life_netbook_1005ha.txt.data,"My only other gripe is the speakers are very weak for media use, but there are pocket, able battery powered speaker options, I am using the Altec Lansing Orbit Altec Lansing iM, 237 Orbit Ultraportable Speaker for MP3 Players  , which is great ."
75,battery-life_netbook_1005ha.txt.data,Luckily this thing has a great battery life our I'd be out of luck .
76,battery-life_netbook_1005ha.txt.data,But the strongest feature to recommend the machine is the battery life .
77,battery-life_netbook_1005ha.txt.data,"I expected six or seven hours in reality, , I'm aware that battery life claims, like MPGs with cars, are usually puffed up ."
78,battery-life_netbook_1005ha.txt.data,"If your primary needs are portability and epic battery life, so that you never have to worry about sitting near a power outlet when you're on the go, and you want good construction   then this is the machine for you ."
79,battery-life_netbook_1005ha.txt.data,"It won't give you all the functionality of a full, sized laptop, and the small screen may take some getting used to, but no regular laptop gives you this kind of battery life, and most of the functions absent here aren't used by most people most of the time anyway, so if the tradeoff is fewer features for greatly, increased battery life, I'll take the latter ."
80,battery-life_netbook_1005ha.txt.data,"While this is still a fine machine, battery life has started dropping off already ."
81,battery-life_netbook_1005ha.txt.data,"My 10, hour battery is now a 7 ."
82,battery-life_netbook_1005ha.txt.data,"The battery arrived pre, charged ."
83,battery-life_netbook_1005ha.txt.data,"When putting the battery on, it nearly doubles the weight of the computer ."
84,battery-life_netbook_1005ha.txt.data,I have been able to make the battery expectancy get up the reported 10 .
85,battery-life_netbook_1005ha.txt.data,0 out of 5 stars Would have been 5 stars except for failed battery and failed ac adapter .
86,battery-life_netbook_1005ha.txt.data,"4 PASS ,  Battery life is amazing, used the laptop in  Super Performance Mode  for over 6 hours of watching videos, checking email, connecting with USB Verizon broadband card, and still had battery life leftover ."
87,battery-life_netbook_1005ha.txt.data,"1 FAIL ,  After one charge cycle, the battery blew a circuit, and would no longer power the netbook ."
88,battery-life_netbook_1005ha.txt.data,"2 FAIL ,  After three charge cycles, the AC Adapter blew a circuit, and would no longer charge the battery ."
89,battery-life_netbook_1005ha.txt.data,The battery life was the huge selling point for me and it is truly awesome .
90,battery-life_netbook_1005ha.txt.data,"Seriously, I felt extravagant and almost guilty when he noted the 10 hour battery life on my Asus ."
91,battery-life_netbook_1005ha.txt.data,"Of course, without the adapter you can't charge the battery or operate the computer ."
92,battery-life_netbook_1005ha.txt.data,"the battery life is so good, it was not an issue !"
93,battery-life_netbook_1005ha.txt.data,I have had the laptop for 3 weeks now and I have had no trouble with the battery life or the charging process .
94,battery-life_netbook_1005ha.txt.data,"9GHz, but it's unstable, and I have actually returned it to stock speeds since the battery life is much better at stock ."
95,battery-life_netbook_1005ha.txt.data,The battery life is as advertised here .
96,battery-life_netbook_1005ha.txt.data,Battery life is the longest of any system I've ever had or seen .
97,battery-life_netbook_1005ha.txt.data,As for the ac adapter wigging out i've had no such problem as when plugged in it's always on and when on battery it lasts a long time .
98,battery-life_netbook_1005ha.txt.data,Won't send battery without fax letter of agreement .
99,battery-life_netbook_1005ha.txt.data,If we don't get fax no battery .
100,battery-life_netbook_1005ha.txt.data,When might the battery arrive .
101,battery-life_netbook_1005ha.txt.data,Battery is width of 10 pencils .
102,battery-life_netbook_1005ha.txt.data,Will update when battery arrives in a few weeks .
103,battery-life_netbook_1005ha.txt.data,"Pro's ,  I so wanted to love the small size, long battery life, brilliant blue color and light weight ."
104,battery-life_netbook_1005ha.txt.data,the battery life is as advertised .
105,battery-life_netbook_1005ha.txt.data,Battery Life depends on how it's being used   but it's much better than it's little brother the Eee PC 900 .
106,battery-life_netbook_1005ha.txt.data,Well I first ordered this netbook through J&R Music for a good price and when it arrived I charged the battery fully and later turned it on .
107,battery-life_netbook_1005ha.txt.data,A few hours later the battery light is on and green .
108,battery-life_netbook_1005ha.txt.data,Battery life seems to be good .
109,battery-life_netbook_1005ha.txt.data,"0 out of 5 stars Battery problem, August 10, 2009"
110,battery-life_netbook_1005ha.txt.data,When received battery defective would not charge .
111,battery-life_netbook_1005ha.txt.data,After sending Fax and battery at my expense with a time
112,battery-life_netbook_1005ha.txt.data,5 hour battery pack and the 2 GB Crucial upgrade from Amazon after continued delays from Dell on my new Vostro 1520 notebook with Xp .
113,battery-life_netbook_1005ha.txt.data,"5 hour battery claim, but it seems to be accurate ."
114,battery-life_netbook_1005ha.txt.data,"The wireless networking logs on as soon as the unit is booted, I've had the charger plugged in while cycling the battery and the charger has not quit, the battery life has peaked to the point I can leave this thing on all day without it shutting down ."
115,battery-life_netbook_1005ha.txt.data,I needed something comfortable for typing documents plus something with long battery life to keep in my briefcase .
116,battery-life_netbook_1005ha.txt.data,"I picked it up right away due to the battery life, keyboard and sleek design ."
117,battery-life_netbook_1005ha.txt.data,I actually went without charging it for more than a day because the battery life is just so amazing .
118,battery-life_netbook_1005ha.txt.data,"With such a great battery life, keyboard and responsive touch pad, there's really no other model that can hold a candle to this puppy ."
119,battery-life_netbook_1005ha.txt.data,"My battery recharger failed within 24 hours, I returned it and received no notification that a replacement was shipped ."
120,battery-life_netbook_1005ha.txt.data,"3 megapixel camera, the n280 atom processor, a 6, cell battery, and much more ."
121,battery-life_netbook_1005ha.txt.data,"I bought this about 3 weeks ago, and just until now, the charger wont completely charge the battery ."
122,battery-life_netbook_1005ha.txt.data,"The warranty card plainly states that the warranty covers everything but, the battery or free accessories such as mice or laptop bag ."
123,battery-life_netbook_1005ha.txt.data,"The battery is spectacular, and the key board didn't take any time getting used to, and of course it is a very cute cool little gadget ."
124,battery-life_netbook_1005ha.txt.data,"I had a 2 year old dell that just gave me problems so often, and recently the warrenty went out, coincidentally the battery's connection malfunctioned so it had to stay plugged in and the internet could not be detected, while my parents laptops were fine ."
125,battery-life_netbook_1005ha.txt.data,"1005ha has Longer battery life and $30 cheaper, plus people complained about the port covers getting annoying in the 1008 ."
126,battery-life_netbook_1005ha.txt.data,"And you can upgrade the ram and remove the battery to be replaced in a few years, or buy another battery to carry around ."
127,battery-life_netbook_1005ha.txt.data,"The 1008ha you would have to ship into the Asus company to get a new battery upgrade for ram, which will cost something ."
128,battery-life_netbook_1005ha.txt.data,"Great battery life, very fast on my wireless router, does websites with flash and other media supported elements and even though I still love my Blackberry I needed something with a bit more  umph  to store vacation pics in on the road and attach files to email ."
129,battery-life_netbook_1005ha.txt.data,Sure this one has a larger battery .
130,battery-life_netbook_1005ha.txt.data,"The keyboard is easy to type on  , the battery life is great, and I've found that I really do like the touch pad with all its features ."
131,battery-life_netbook_1005ha.txt.data,"My computer exhibited the precise symptoms described by others, , the first charge, up went fine, but when I had depleted the battery and went to recharge it, the power supply failed to do anything ."
132,battery-life_netbook_1005ha.txt.data,", around the house, i can freely roam to wherever i find comfortable or least noisy, NEVER having to worry about the power cord because of the seemingly infinite battery life ."
133,battery-life_netbook_1005ha.txt.data,"this thing shines, yet barely sips at the battery"
134,battery-life_netbook_1005ha.txt.data,"Full sized laptops are so freaking bulky, heavy, and the battery wouldnt even make it though one of my evening classes ."
135,battery-life_netbook_1005ha.txt.data,"Her computer is a top of the line notebook that never leaves her desk because of bulkiness and pathetic battery life, so her only backdrop is the block wall of her dorm XD but with this eeepc, she never sees me in the same place twice, and almost all of the time im outside, far from buildings which really says something about the wireless card ."
136,battery-life_netbook_1005ha.txt.data,"The reason I went with Asus is the long battery life without the huge bump in the back   ,  a fast processer, easy memory upgrade, good looks and great price ."
137,battery-life_netbook_1005ha.txt.data,"I bought this to use when traveling within a developing country, where I need lots of battery life and don't feel like lugging around my conspicuous   15  notebook ."
138,battery-life_netbook_1005ha.txt.data,Good battery life under Linux about 7 .
139,battery-life_netbook_1005ha.txt.data,"It's bigger, heavier, and has less battery life, but it is much easier to upgrade internal components ."
140,battery-life_netbook_1005ha.txt.data,"Its battery life is much longer ,  though not quite the stated 10 ."
141,battery-life_netbook_1005ha.txt.data,"The 6, cell lithium, ion battery is seamless integrated into the mainframe to minimize space usage ."
142,battery-life_netbook_1005ha.txt.data,"Now add in the N, standard wireless, free netbook sleeve and the usual laptop microphone   webcam suite, and together with its aforementioned compactness and long battery life, it becomes possible to do productive work on the Asus Eee HA1005 ,  maintaining web sites, writing long articles, coding, e, networking, etc ,  almost anywhere ."
143,battery-life_netbook_1005ha.txt.data,The battery life is amazing .
144,battery-life_netbook_1005ha.txt.data,With the battery in the back the computer has most of its weight in the back so the computer easily tips back when the screen is opened all the way up .
145,battery-life_netbook_1005ha.txt.data,The battery life has not been tested in one complete sitting .
146,battery-life_netbook_1005ha.txt.data,"However, as would be expected, if I tether my cellphone for internet use, it does drain the battery very quickly ."
147,battery-life_netbook_1005ha.txt.data,"The use of WIFI also seems to drain the battery, but just not as quickly ."
148,battery-life_netbook_1005ha.txt.data,"As far as I can tell, I do not think the battery will last more than six hours for my use ."
149,battery-life_netbook_1005ha.txt.data,"I suppose if I turned off the WIFI and Bluetooth and did nothing more than use MS Word, the battery would last longer ."
150,battery-life_netbook_1005ha.txt.data,I also noted the charger becomes extremely hot when plugged in and charging the computer battery .
151,battery-life_netbook_1005ha.txt.data,"Long battery life, sharp looking machine, fingerprint magnet,glossy screen=glare,ease of use and portability ."
152,battery-life_netbook_1005ha.txt.data,"Charges fully and swiftly,long lasting battery time, functions beautifully ."
153,battery-life_netbook_1005ha.txt.data,"5 Hour Battery Life, August 7, 2009"
154,battery-life_netbook_1005ha.txt.data,And the battery last only about 7 hours of normal use   .
155,battery-life_netbook_1005ha.txt.data,Battery life is over 8 hours and I plan to upgrade the memory soon .
156,battery-life_netbook_1005ha.txt.data,"The battery life is excellent, with normal usage I can get about 7 hours easily, more if I turn off WIFI and turn down the screen brightness ."
157,battery-life_netbook_1005ha.txt.data,"One of the downside I have noticed is that the netbook is heavy near the hinge because that's where the battery is located and if you want to put it on your lap while sitting, you have to put your hand on the bottom chassis so that the netbook doesn't tip over, and the screen doesn't bend all the way backwards which can be annoy, otherwise this is a really nice netbook ."
158,battery-life_netbook_1005ha.txt.data,"1incredible battery life, 2weight  it runs Windows XP not Vista [bleah !"
159,battery-life_netbook_1005ha.txt.data,I do imagine playing games on it would reduce the amount of time on the battery .
160,battery-life_netbook_1005ha.txt.data,"Also, if you're on the web a lot it does take up a little more battery but not enough that you can't still use it most of the day on one charge ."
161,battery-life_netbook_1005ha.txt.data,It's incredibly light even with the battery pack in   .
162,battery-life_netbook_1005ha.txt.data,"The best part of the 1005HA is that the battery IS user, replaceable ."
163,battery-life_netbook_1005ha.txt.data,"I was originally going to buy an ASUS 1000HE but heard the batteries were not user, replaceable, thus you had to send the computer back to ASUS for them to replace the battery with a turn, around time of up to a few months !"
164,battery-life_netbook_1005ha.txt.data,"The laptop itself is great ,  nice crisp display, great battery life, light, and a nice form factor ."
165,battery-life_netbook_1005ha.txt.data,I've run the machine on battery power some four or five times so far and have found no problems with charge or battery power life .
166,battery-life_netbook_1005ha.txt.data,"I spend a lot of time in battery, power environments for other technical devices, so I'm a bit more forgiving when it comes to expected battery life versus real battery life ."
167,battery-life_netbook_1005ha.txt.data,"0 out of 5 stars netbook with power and battery life, August 24, 2009"
168,battery-life_netbook_1005ha.txt.data,The seashell allows for a big battery .
169,battery-life_netbook_1005ha.txt.data,I say it's a small price to pay for a sleek and light computer with an incredible battery life .
170,battery-life_netbook_1005ha.txt.data,"After an initial full charging, I ran this netbook to 1% battery life before the first three times I recharged it ."
171,battery-life_netbook_1005ha.txt.data,The adapter that charges the battery overheats really easily .
172,battery-life_netbook_1005ha.txt.data,"0 out of 5 stars A great little machine, perfect for travels, though battery life bit shorter than advertised ."
173,battery-life_netbook_1005ha.txt.data,"I was looking for portability, light weight, and long battery life, which removed a great many manufacturers off my list ."
174,battery-life_netbook_1005ha.txt.data,"When I read the specs and the reviews and the extra hour of battery life for just a few bucks more, my decision was revised ."
175,battery-life_netbook_1005ha.txt.data,"I've had the machine for 2 weeks now and the only thing that I'm not very happy with is that the battery power, for me anyway, doesn't last 10 ."
176,battery-life_netbook_1005ha.txt.data,5 hours from the battery  I usually get 7 .
177,battery-life_netbook_1005ha.txt.data,I'm just glad that I didn't buy a machine with slightly less hours of battery life .
178,battery-life_netbook_1005ha.txt.data,"If someone is in the market for a great little traveling machine to access the internet, send receive emails, do some writing, and need extended battery life, I highly recommend this Asus eee netbook ."
179,battery-life_netbook_1005ha.txt.data,"There are other machines out there, some with identical specs, some similiar, but none match the battery life ."
180,battery-life_netbook_1005ha.txt.data,"Terrific value at $324 , ,  especially considering the six cell battery !"
181,battery-life_netbook_1005ha.txt.data,Some reviewers have complained about the physical size of the battery extrusion from the bottom of the netbook .
182,battery-life_netbook_1005ha.txt.data,"Again, the long, lasting battery makes it worth it ."
183,battery-life_netbook_1005ha.txt.data,Then I switched to battery power and the machine froze .
184,battery-life_netbook_1005ha.txt.data,When I put back the factory memory the machine worked perfectly on A C and battery .
185,battery-life_netbook_1005ha.txt.data,Our unit has operated flawlessly so far and the 10 hour battery is a real plus .
186,battery-life_netbook_1005ha.txt.data,The trick is to fully charge and then fully discharge this battery several times before you start using it in the regular mode .
187,battery-life_netbook_1005ha.txt.data,"Great battery life, decent sized screen, and the keyboard was large enough to be comfortable to type on ."
188,battery-life_netbook_1005ha.txt.data,"I originally bought the EEE to take with me whenever my laptop was too big to take somewhere, but have started exclusively using the EEE in place of my laptop because of its portability and battery life that greatly exceeds most full size laptops ."
189,battery-life_netbook_1005ha.txt.data,The only minor issue is that the battery life is a bit less after the Windows 7 upgrade .
190,battery-life_netbook_1005ha.txt.data,"What none of the reviews I read told me is that the Asus company recommends that when you are somewhere that has electricity, you should take out the battery and just plug in the machine ."
191,battery-life_netbook_1005ha.txt.data,"They said there are only so many recharges in the life of any battery, and when you don't have to use the battery, it extends its life ."
192,battery-life_netbook_1005ha.txt.data,"One of the reasons I chose this netbook was that the battery does come out ,  my old laptop had an internal battery, and when it stopped taking a charge, I had to replace the whole machine ."
193,battery-life_netbook_1005ha.txt.data,So I decided that whatever I buy has to have a removable battery .
194,battery-life_netbook_1005ha.txt.data,"The battery life has been very good, especially if you follow the rule of turning off the wireless and bluetooth, and turning down the screen brightness ."
195,battery-life_netbook_1005ha.txt.data,"This isn't a hassle, and usually when you want extended battery life, you're on a plane where you don't need full brightness or radio anyway ."
196,battery-life_netbook_1005ha.txt.data,"Such much lighter and smaller, and compared to the Lenovo, its battery is immortal ."
197,battery-life_netbook_1005ha.txt.data,"The battery life is also great ,  I can charge my phone out of the usb port in class and not have to worry about running low on battery before the day is over ."
198,battery-life_netbook_1005ha.txt.data,The battery life is plenty for me .
199,battery-life_netbook_1005ha.txt.data,"I haven't done a real battery test, but I can tell you that it's on all day at work and I don't even bring the power cord from home ."
200,battery-life_netbook_1005ha.txt.data,"and I love the battery, life I'm not sure it was 10 ."
201,battery-life_netbook_1005ha.txt.data,In terms of battery life its not really 10 .
202,battery-life_netbook_1005ha.txt.data,"I'm glad I did, I charged the battery before attempting anything ."
203,battery-life_netbook_1005ha.txt.data,"I mention the battery life which I usually get about 8 hours with full brightness, playing videos or music, and have multiple programs running simultaneously ."
204,battery-life_netbook_1005ha.txt.data,"I needed a computer easy to move, to work efficiently and with long battery life and that was precisely what I got ."
205,battery-life_netbook_1005ha.txt.data,"This did not affect me much, I can write without problems full university texts, media files run without any problem   and the battery have been used for seven consecutive hours using the computer to the maximum in High Performance Mode without depleted ."
206,battery-life_netbook_1005ha.txt.data,The advantages over Acer and HP are in the best battery and the magnificent instalation that comes with the computer .
207,battery-life_netbook_1005ha.txt.data,"another, i needed one that had a LONG battery life, since it would be a bother to have to charge a netbook every 4, 5 hours ."
208,battery-life_netbook_1005ha.txt.data,"Decent speed processor, nice screen quality, great asus softwares  , and very long battery life ."
209,battery-life_netbook_1005ha.txt.data,"For those wanting to install Win 7, it works great, no glitches or hiccups, startup is fast, and   less battery loss than vista ."
210,battery-life_netbook_1005ha.txt.data,space bar changes battery settings on the ASUS software .
211,battery-life_netbook_1005ha.txt.data,"I like Eee 1005PA, V's battery life ."
212,battery-life_netbook_1005ha.txt.data,Keeps it nice and cool and doesn't have a significant effect on the battery .
213,battery-life_netbook_1005ha.txt.data,The battery life is incredible .
214,battery-life_netbook_1005ha.txt.data,"For another $50, you get a 6 cell battery with 8 hours of run time ."
215,battery-life_netbook_1005ha.txt.data,"5 hours of battery life, bluetooth, a better webcam can someone confirm this ?"
216,battery-life_netbook_1005ha.txt.data,I am a college student that got tired of lugging around a heavy 15inch laptop with less than 3 hours battery life .
217,battery-life_netbook_1005ha.txt.data,"The battery life is unbelievable, even while using USB to transfer files, watching movies and surfing the internet with screen brightness all the way up ."
218,battery-life_netbook_1005ha.txt.data,I didn't time it but I got tired of waiting to run down the battery .
219,battery-life_netbook_1005ha.txt.data,I look forward to having something much lighter and not worrying about when the battery will die .
220,battery-life_netbook_1005ha.txt.data,"0 out of 5 stars No issues at all, battery charger works fine ."
221,battery-life_netbook_1005ha.txt.data,My charger battery has never had any problems .
222,battery-life_netbook_1005ha.txt.data,"I carry this netbook in my purse at all times, the long battery lasts as long as described ."
223,battery-life_netbook_1005ha.txt.data,"The small size makes it very easy to carry compared to a standard laptop, the long battery life is really great, and the speed and performance using various wi, fi connections was better than I expected it to be   ."
224,battery-life_netbook_1005ha.txt.data,I always dreamed of a PC that has very long battery life
225,battery-life_netbook_1005ha.txt.data,Has three USB ports on the sides and the back area houses the six cell battery   .
226,battery-life_netbook_1005ha.txt.data,Factory settings to preserve battery life have the screen luminescence set to 50% but can easily be adjusted to the necessary ambience illumination you may need .
227,battery-life_netbook_1005ha.txt.data,"Regarding battery duration I cannot comment on its purpose since whenever I am doing word processing tasks, have always music or videos running ."
228,battery-life_netbook_1005ha.txt.data,"And using the two USB port external ASUS disk drive, battery life decreases to only two hours ."
229,battery-life_netbook_1005ha.txt.data,It's battery life and ease of replacement is key .
230,battery-life_netbook_1005ha.txt.data,"I have the $299 version from Best Buy, it has a 3 cell battery with 3hrs of battery operation ."
